image,bee_id,frame_id,angle_deg,angle_smooth,angle_var,wiggle,hive_health_score
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0908.png,1233,908,102.80426606528675,,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0909.png,1233,909,119.98163936884934,107.08568335571698,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0910.png,1233,910,98.47114463301483,104.84174680302397,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0911.png,1233,911,96.0724564072077,100.1081181165793,13.372123500951908,True,Healthy
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0912.png,1233,912,105.78075330951539,104.49469885108033,12.501242341941442,True,Healthy
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0913.png,1233,913,111.63088683651792,110.04201749973352,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0914.png,1233,914,112.71441235316725,105.61161737056143,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1233_f0915.png,1233,915,92.48955292199916,,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1796.png,1367,1796,210.76271953423893,,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1797.png,1367,1797,200.6954507340633,207.82118449212854,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1798.png,1367,1798,212.0053832080835,214.60544583614407,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1799.png,1367,1799,231.1155035662854,228.38047079529625,482.1700228172209,False,Stress
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1800.png,1367,1800,242.02052561151987,247.01782129935813,384.0300966242247,False,Stress
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1801.png,1367,1801,267.9174347202691,260.3465554823318,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1802.png,1367,1802,271.1017061152064,257.4706886742893,,False,Low activity
pose/video_1000_2018-10-06T17-08-41_bee_id1367_f1803.png,1367,1803,233.3929251873925,,,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0253.png,148,253,98.3929251873925,,,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0254.png,148,254,95.44033203100551,95.1414658298642,,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0255.png,148,255,91.59114027119458,91.87809709163457,,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0256.png,148,256,88.60281897270363,88.91552413067768,9.217821243706531,True,Healthy
pose/Abtransport_Tote_Biene_bee_id148_f0257.png,148,257,86.55261314813481,89.54122045991853,35.289900029298174,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0258.png,148,258,93.46822925891715,95.40334955469297,,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0259.png,148,259,106.18920625702694,103.43878185975052,,False,Low activity
pose/Abtransport_Tote_Biene_bee_id148_f0260.png,148,260,110.65891006330749,,,False,Low activity
pose/Biene_stirbt_bee_id2003_f0130.png,2003,130,11.129189289611187,,,False,Low activity
pose/Biene_stirbt_bee_id2003_f0131.png,2003,131,6.654425046006596,9.448208342271387,,False,Low activity
pose/Biene_stirbt_bee_id2003_f0132.png,2003,132,10.561010691196383,10.343487026154863,,False,Low activity
pose/Biene_stirbt_bee_id2003_f0133.png,2003,133,13.815025341261613,14.171372729351772,7.986665133459924,True,Healthy
pose/Biene_stirbt_bee_id2003_f0134.png,2003,134,18.138082155597317,15.100611536715435,4.243663426487722,True,Healthy
pose/Biene_stirbt_bee_id2003_f0135.png,2003,135,13.34872711328738,15.553241538136653,,False,Low activity
pose/Biene_stirbt_bee_id2003_f0136.png,2003,136,15.172915345525261,14.185961975579707,,False,Low activity
pose/Biene_stirbt_bee_id2003_f0137.png,2003,137,14.03624346792648,,,False,Low activity
pose/video_103_2018-10-05T04-47-09_bee_id20834_f2352.png,20834,2352,204.44395478041653,,,False,Low activity
pose/video_103_2018-10-05T04-47-09_bee_id20834_f2353.png,20834,2353,224.02897806892082,,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0202.png,25736,202,91.15733306812952,,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0203.png,25736,203,105.1540680503126,94.23250678881283,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0204.png,25736,204,86.38611924799635,95.43460966301171,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0205.png,25736,205,94.76364169072617,96.4630539284579,47.629948786183945,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0206.png,25736,206,108.23940084665115,108.73353610986459,38.19845401717398,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0210.png,25736,210,123.19756579221647,106.94876980807366,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0211.png,25736,211,89.40934278535333,105.29443520662858,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_518_bee_id25736_f0212.png,25736,212,103.27639704231598,,,False,Low activity
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0725.png,26911,725,52.79207807821843,,,False,Low activity
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0726.png,26911,726,22.05106271907673,143.75560214076594,,False,Low activity
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0727.png,26911,727,356.4236656250026,129.41904512529555,,False,Low activity
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0728.png,26911,728,9.782407031807287,125.9998341139068,1683.448870080041,False,Stress
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0729.png,26911,729,11.793429684910475,120.65724952196278,7502.940636760811,False,Stress
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0730.png,26911,730,340.39591184917055,219.68641305997502,,False,Low activity
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0731.png,26911,731,306.86989764584405,319.5991934120325,,False,Low activity
pose/27_05_2018_2_2Fvideo_32_bee_id26911_f0732.png,26911,732,311.5317707410828,,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_282_bee_id27004_f0031.png,27004,31,278.13010235415595,,,False,Low activity
pose/hsk_28_6_18_redish_2Fvideo_282_bee_id27004_f0032.png,27004,32,270.0,260.1871701084428,,False,Low activity
